Job order ID,Company ID,# submissions,# recruiters submitting in job lifetime,# client interviews conducted,# placements,Current Job Status,Age of job since updated,Current Company Status,# company contacts,Finder's fee,Retainer Amount,Flat Fee,Company Churn?,Order Churn?,Age of job (Created to Status Change),Age of Job (Since Created)
15949583,22305167,20,5,14,0,4. Closed,373,2. Active,2,0.175,2500,0,0,1,324,710
15750383,22305167,27,6,12,1,3. Filled,27,2. Active,2,0.175,2500,0,0,0,797,803
15949592,22305167,6,2,5,1,3. Filled,7,2. Active,2,0.175,2500,0,0,0,704,710
15979925,22422872,28,8,14,4,4. Closed,200,Active- No Current Job Orders,2,0.14,1500,0,0,1,700,701
14854573,21605362,9,3,3,0,2. Temporary-Paused,663,No Status,0,0,0,0,0,1,432,1108
15277257,21779506,3,1,2,0,2. Temporary-Paused,681,3. Temporary-Paused,1,0.155,1300,0,1,1,269,963
15391452,22104318,3,2,2,1,3. Filled,472,Active- No Current Job Orders,6,0.15,0,0,0,0,435,920
15634244,21926763,16,7,6,0,4. Closed,297,CONTRACT EXPIRED,1,0.14,550,0,1,1,534,844
15671966,21687784,4,3,2,0,4. Closed,529,3. Temporary-Paused,0,0,0,0,1,1,287,829
15599084,21746908,5,3,1,0,4. Closed,628,2. Active,1,0.175,1000,0,0,1,216,857
15680090,21809552,2,2,1,0,4. Closed,689,No Status,3,0.155,1300,0,0,1,124,826
15738989,22302911,8,5,6,0,3. Filled,487,Active- No Current Job Orders,1,0,0,0,0,0,308,808
15891842,22374203,18,7,8,1,4. Closed,12,2. Active,1,0.125,900,0,0,1,720,745
15885716,22364273,8,1,5,0,2. Temporary-Paused,600,No Status,1,0,1200,2900,0,1,134,747
15900710,22376003,1,1,0,0,4. Closed,702,No Status,1,0,0,2900,0,1,27,742
15668084,22104318,5,2,2,0,4. Closed,13,Active- No Current Job Orders,6,0.15,0,0,0,1,804,830
16423219,21605563,9,3,4,1,3. Filled,58,Active- No Current Job Orders,6,0.18,0,0,0,0,202,273
16438879,22305167,11,4,3,0,4. Closed,12,2. Active,2,0.175,2500,0,0,1,222,247
16435175,21612139,9,6,4,0,4. Closed,130,2. Active,2,0.15,0,0,0,1,112,255
16415728,22803059,7,3,5,1,4. Closed,40,3. Temporary-Paused,1,0.15,1500,0,1,1,275,285
16212728,21926814,12,2,2,2,3. Filled,174,Active- No Current Job Orders,1,0.155,1300,0,0,0,369,556
16402744,22858386,8,1,5,1,3. Filled,195,Active- No Current Job Orders,1,0.14,1500,0,0,0,96,304
16222879,22104969,19,9,2,0,4. Closed,27,2. Active,1,0.155,1300,0,0,1,502,542
16441429,22817762,3,2,2,0,2. Temporary-Paused,94,Active- No Current Job Orders,3,0.15,1000,0,0,1,135,242
16431634,22879641,13,3,1,0,4. Closed,20,4. Business Terminated,1,0.18,1000,0,1,1,229,262
16335174,22803059,6,4,3,0,4. Closed,40,3. Temporary-Paused,1,0.15,1500,0,1,1,340,393
16427346,22731930,13,2,7,1,4. Closed,10,2. Active,8,0.14,1000,0,0,1,254,264
16432034,22731930,9,5,3,0,2. Temporary-Paused (REPLACEMENT),31,2. Active,8,0.14,1000,0,0,1,217,261
16393067,22845619,12,3,7,2,3. Filled,174,Active- No Current Job Orders,1,0.15,500,0,0,0,130,317
16276505,21828224,20,5,5,0,3. Filled,6,2. Active,8,0.15,1300,0,0,0,453,472
16246902,22564115,9,5,4,0,4. Closed,128,2. Active,1,0.155,2000,0,0,1,372,513
16397905,22826815,19,2,7,1,3. Filled,41,2. Active,1,0.16,1000,0,0,0,257,311
16246907,22564115,5,2,1,0,4. Closed,279,2. Active,1,0.155,2000,0,0,1,503,513
16400023,22857489,3,3,3,3,3. Filled,276,Active- No Current Job Orders,1,0.15,1500,0,0,0,17,306
16307082,22564115,9,4,3,1,1. Active,11,2. Active,1,0.155,2000,0,0,0,428,431
16403386,22858591,10,3,5,0,2. Temporary-Paused,6,2. Active,1,0.2,2000,0,0,1,291,303
16377049,22836532,15,4,4,0,2. Temporary-Paused,241,Active- No Current Job Orders,1,0.15,1000,0,0,1,77,331
16376311,22835473,22,3,7,0,4. Closed,109,Active- No Current Job Orders,1,0.15,500,0,0,1,210,332
16351474,22823414,15,5,8,0,4. Closed,125,4. Business Terminated,1,0.185,2500,0,1,1,229,367
16402426,22858266,6,2,4,2,3. Filled,32,Active- No Current Job Orders,1,0.14,1000,0,0,0,260,305
16406199,22565732,4,1,2,1,3. Filled,93,2. Active,1,0.155,2000,0,0,0,191,297
16328799,22804484,13,4,3,1,3. Filled,179,4. Business Terminated,2,0.175,1500,0,1,0,210,402
16409823,22714719,10,4,1,0,4. Closed,179,2. Active,1,0,0,8000,0,1,103,295
16390906,22844860,11,5,1,0,4. Closed,122,2. Active,2,0.205,2500,0,0,1,184,319
16411276,22773046,6,4,0,0,2. Temporary-Paused (REPLACEMENT),173,2. Active,1,0,1000,5000,0,1,288,291
16347728,21758947,7,4,1,0,4. Closed,165,FROZEN- UNRESPONSIVE,2,0.125,2500,0,1,1,363,373
16323219,21687415,13,4,4,2,4. Closed,144,2. Active,2,0.165,1500,0,0,1,408,409
16237797,22390242,14,4,8,1,3. Filled,270,2. Active,1,0.2,0,0,0,0,243,526
16340965,22777249,3,2,0,0,3. Filled,185,2. Active,2,0.15,1000,0,0,0,184,382
16366956,22777249,9,2,3,0,Offer Extended,75,2. Active,2,0.15,1000,0,0,0,253,341
16269321,22718868,10,5,1,0,4. Closed,179,2. Active,1,0.14,0,0,0,1,471,481
16349093,22305167,5,3,2,0,4. Closed,163,2. Active,2,0.175,2500,0,0,1,193,369
16307108,22104318,17,3,3,0,4. Closed,135,Active- No Current Job Orders,6,0.15,0,0,0,1,421,431
16314926,22728759,3,3,1,0,2. Temporary-Paused,173,2. Active,1,0.15,1000,0,0,1,236,422
16343531,22104318,5,4,2,1,3. Filled,170,Active- No Current Job Orders,6,0.15,0,0,0,0,196,379
16265020,21746323,7,1,1,0,4. Closed,179,2. Active,1,0.15,0,0,0,1,295,487
16246890,22564115,1,1,0,0,4. Closed,60,2. Active,1,0.155,2000,0,0,1,503,513
16375903,21675721,4,3,2,0,FROZEN-UNRESPONSIVE,251,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,68,332
16307545,22772964,4,2,1,0,4. Closed,256,4. Business Terminated,4,0.15,1000,0,1,1,421,431
16375905,21675721,1,1,0,0,4. Closed,271,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,48,332
16375900,21675721,1,1,0,0,FROZEN-UNRESPONSIVE,256,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,63,332
16246911,22564115,3,2,1,0,4. Closed,132,2. Active,1,0.155,2000,0,0,1,368,513
16393042,22731930,10,3,2,0,4. Closed,125,2. Active,8,0.14,1000,0,0,1,307,317
16182859,22666189,15,7,8,1,2. Temporary-Paused,124,2. Active,1,0.16,2000,0,0,1,455,592
16350321,22731930,6,5,2,1,3. Filled,287,2. Active,8,0.14,1000,0,0,0,68,368
16392978,22845354,17,4,5,0,2. Temporary-Paused,262,Active- No Current Job Orders,1,0,1000,9000,0,1,42,317
16310684,22728759,19,6,7,0,1. Active,6,2. Active,1,0.15,1000,0,0,0,425,428
16426319,22725440,6,4,1,2,3. Filled,34,2. Active,1,0.15,1000,0,0,0,220,267
16419204,22826815,31,4,23,2,Candidates in Review- Pause Subs,20,2. Active,1,0.16,1000,0,0,0,245,278
16366953,22777249,11,6,4,1,4. Closed,110,2. Active,2,0.15,1000,0,0,1,218,341
16427349,22815404,1,1,0,0,FROZEN-UNRESPONSIVE,128,Active- No Current Job Orders,1,0.012,1500,0,0,1,123,264
16435185,22821650,10,3,5,0,4. Closed,159,2. Active,2,0.125,2500,0,0,1,83,255
16345864,22821650,3,2,0,0,2. Temporary-Paused,174,2. Active,2,0.125,2500,0,0,1,188,375
16433881,22310306,2,2,0,0,4. Closed,215,Active- No Current Job Orders,1,0.14,1300,0,0,1,29,257
16434790,22718868,4,3,2,1,3. Filled,185,2. Active,1,0.14,0,0,0,0,58,256
16433753,22880661,9,3,7,1,3. Filled,5,4. Business Terminated,1,0.175,1000,0,1,0,239,257
16378029,22730901,4,3,2,2,3. Filled,199,4. Business Terminated,1,0.175,0,0,1,0,118,330
16350253,22731930,9,5,6,0,3. Filled,132,2. Active,8,0.14,1000,0,0,0,223,368
16304764,22773046,14,7,3,0,2. Temporary-Paused,256,2. Active,1,0,1000,5000,0,1,167,436
16376145,22835157,3,2,0,0,4. Closed,290,Active- No Current Job Orders,1,0.15,1000,0,0,1,29,332
16365046,22773046,8,4,3,0,2. Temporary-Paused,62,2. Active,1,0,1000,5000,0,1,270,345
16270654,22673984,2,2,0,0,2. Temporary-Paused,312,2. Active,1,0.14,1500,0,0,1,155,480
16347725,21758947,8,2,1,0,4. Closed,285,FROZEN- UNRESPONSIVE,2,0.125,2500,0,1,1,363,373
16375907,21675721,6,2,1,0,FROZEN-UNRESPONSIVE,264,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,55,332
16246910,22564115,3,1,0,0,4. Closed,283,2. Active,1,0.155,2000,0,0,1,217,513
16320911,22773046,3,3,0,0,4. Closed,178,2. Active,1,0,1000,5000,0,1,223,414
16380489,22838130,5,2,2,0,2. Temporary-Paused,262,Active- No Current Job Orders,1,0.17,1000,0,0,1,50,325
16337010,22817762,11,4,4,0,2. Temporary-Paused,138,Active- No Current Job Orders,3,0.15,1000,0,0,1,238,389
16343551,22104318,1,1,0,0,4. Closed,276,Active- No Current Job Orders,6,0.15,0,0,0,1,369,379
15626033,21747250,1,1,0,0,1. Active,0,2. Active,5,0,1,0,0,0,844,848
16345025,21612139,8,4,4,1,1. Active,9,2. Active,2,0.15,0,0,0,0,376,376
16418657,22183190,5,1,2,0,2. Temporary-Paused,132,2. Active,2,0.175,1250,0,0,1,136,281
16412580,22844860,5,3,0,0,4. Closed,160,2. Active,2,0.205,2500,0,0,1,116,289
16406424,22731930,3,3,2,1,3. Filled,139,2. Active,8,0.14,1000,0,0,0,145,297
16381713,22565732,7,5,1,0,4. Closed,31,2. Active,1,0.155,2000,0,0,1,279,323
16094942,22570739,11,1,3,0,2. Temporary-Paused,51,2. Active,1,0.175,2500,0,0,1,589,653
16334607,21652786,25,3,9,1,3. Filled,6,2. Active,1,0.155,1000,0,0,0,375,394
16424711,21808294,11,6,5,1,3. Filled,17,Active- No Current Job Orders,1,0.175,0,0,0,0,239,269
16402875,22796672,4,1,2,0,2. Temporary-Paused (REPLACEMENT),111,4. Business Terminated,1,0,0,0,1,1,180,304
14949850,21615322,2,1,1,0,3. Filled,781,3. Temporary-Paused,2,0.15,0,0,1,0,273,1067
14937187,21657499,9,5,6,0,2. Temporary-Paused (REPLACEMENT),697,5. Won!,1,0,0,0,0,1,362,1072
15522443,22183190,10,6,3,0,4. Closed,367,2. Active,2,0.175,1250,0,0,1,503,883
15567026,21677494,6,1,2,0,3. Filled,683,Active- No Current Job Orders,2,0.13,500,0,0,0,173,869
15335595,22066950,16,3,7,0,4. Closed,739,2. Active,2,0.175,1300,0,0,1,189,941
16473301,21676684,14,10,9,0,4. Closed,10,2. Active,2,0.15,1150,0,0,1,169,179
16506407,22874920,8,1,1,1,3. Filled,96,2. Active,1,0.16,1000,0,0,0,43,152
16456160,22895650,13,8,0,0,1. Active,23,2. Active,1,0.15,2000,0,0,0,208,214
16474623,22911427,7,5,3,1,3. Filled,64,4. Business Terminated,4,0.15,1000,0,1,0,100,177
16477827,22731930,4,2,3,2,3. Filled,84,2. Active,8,0.14,1000,0,0,0,73,170
16477833,22731930,3,2,3,0,3. Filled,4,2. Active,8,0.14,1000,0,0,0,153,170
16506746,22731932,3,1,1,1,3. Filled,89,2. Active,3,0.175,2500,0,0,0,49,151
16471947,22661623,11,1,1,0,4. Closed,16,2. Active,1,0.175,1000,0,0,1,154,183
16282385,22305167,15,7,10,0,2. Temporary-Paused,32,2. Active,2,0.175,2500,0,0,1,418,463
16444862,22889328,12,3,10,1,2. Temporary-Paused,28,Active- No Current Job Orders,1,0.185,1500,0,0,1,194,235
16480093,22844860,4,2,3,0,4. Closed (REPLACEMENT),67,2. Active,2,0.205,2500,0,0,1,85,165
16456498,22896190,24,1,8,0,4. Closed,25,Active- No Current Job Orders,1,0.2,500,0,0,1,176,214
16508047,22923400,18,5,2,0,1. Active,11,2. Active,1,0.16,1000,0,0,0,145,149
16515493,22390242,3,1,2,0,1. Active,11,2. Active,1,0.2,0,0,0,0,134,135
16435187,22821650,4,1,3,0,4. Closed,142,2. Active,2,0.125,2500,0,0,1,100,255
16435599,22711743,18,8,1,0,1. Active,0,2. Active,1,0.16,500,0,0,0,253,254
16455353,22895650,3,3,2,2,3. Filled,137,2. Active,1,0.15,2000,0,0,0,65,215
16450797,22725440,3,2,2,0,4. Closed,138,2. Active,1,0.15,1000,0,0,1,74,225
16375024,22835157,13,3,5,0,2. Temporary-Paused,174,Active- No Current Job Orders,1,0.15,1000,0,0,1,146,333
16269799,22718868,10,5,5,0,4. Closed,170,2. Active,1,0.14,0,0,0,1,471,481
16394909,22730901,5,4,3,0,4. Closed (REPLACEMENT),128,4. Business Terminated,1,0.175,0,0,1,1,172,313
16436948,22718833,6,5,0,0,4. Closed,153,2. Active,1,0.12,1000,0,0,1,84,250
16221755,22579022,3,3,0,0,2. Temporary-Paused,198,2. Active,1,0.155,2000,0,0,1,332,543
16454025,22104318,2,2,1,0,4. Closed,181,Active- No Current Job Orders,6,0.15,0,0,0,1,24,218
16459094,22896822,3,1,1,0,2. Temporary-Paused,156,Active- No Current Job Orders,1,0.2,0,0,0,1,39,208
16454017,22104318,2,2,0,0,4. Closed,186,Active- No Current Job Orders,6,0.15,0,0,0,1,19,218
16444369,22607930,6,4,3,0,2. Temporary-Paused,142,Active- No Current Job Orders,2,0.15,2000,0,0,1,81,236
16445034,22889411,11,5,4,0,2. Temporary-Paused,97,2. Active,1,0.15,0,0,0,1,225,235
16447000,22890000,9,2,6,1,1. Active (REPLACEMENT),51,Active- No Current Job Orders,1,0.16,1000,0,0,0,221,232
16440795,22772964,3,2,0,0,4. Closed (REPLACEMENT),139,4. Business Terminated,4,0.15,1000,0,1,1,91,243
16459463,22826815,17,3,8,1,Candidates in Review- Pause Subs,6,2. Active,1,0.16,1000,0,0,0,202,208
16519283,22796672,5,2,2,1,3. Filled (REPLACEMENT),65,4. Business Terminated,1,0,0,0,1,0,46,124
16520354,22104969,6,1,2,0,1. Active,0,2. Active,1,0.155,1300,0,0,0,115,123
16411792,22777249,3,2,1,0,4. Closed,59,2. Active,2,0.15,1000,0,0,1,218,290
15292380,21970371,7,2,4,1,3. Filled,100,No Status,3,0.175,1300,0,0,0,844,957
16514463,22934453,2,1,0,0,2. Temporary-Paused,89,Active- No Current Job Orders,1,0.13,500,0,0,1,35,137
16452787,21612139,2,1,0,0,1. Active,45,2. Active,2,0.15,0,0,0,0,217,220
16474109,22858591,4,2,1,0,4. Closed,6,2. Active,1,0.2,2000,0,0,1,166,178
16519295,22731930,10,7,5,0,4. Closed,24,2. Active,8,0.14,1000,0,0,1,116,124
16515461,21677560,9,4,5,0,3. Filled (REPLACEMENT),4,2. Active,2,0.1425,0,0,0,0,132,135
16526617,22731930,8,7,3,2,3. Filled,6,2. Active,8,0.14,1000,0,0,0,99,109
16527709,22891525,2,2,1,0,4. Closed,48,3. Temporary-Paused,1,0.1,500,0,1,1,46,107
16404188,22728759,3,2,1,0,2. Temporary-Paused,122,2. Active,1,0.15,1000,0,0,1,167,302
16466538,22904265,5,2,2,0,4. Closed,138,2. Active,1,0.15,500,0,0,1,42,193
16397601,22817762,7,3,1,0,4. Closed,135,Active- No Current Job Orders,3,0.15,1000,0,0,1,163,311
16464954,22904265,8,2,4,1,3. Filled,25,2. Active,1,0.15,500,0,0,0,159,197
16456889,22374203,2,2,1,0,4. Closed,117,2. Active,1,0.125,900,0,0,1,83,213
16471147,22910315,9,5,1,1,3. Filled,72,Active- No Current Job Orders,1,0.15,0,0,0,0,99,184
16474539,22911427,5,3,3,1,3. Filled,6,4. Business Terminated,4,0.15,1000,0,1,0,158,177
16474542,22911427,2,2,1,1,3. Filled,108,4. Business Terminated,4,0.15,1000,0,1,0,56,177
16473965,22772964,4,4,2,0,4. Closed,94,4. Business Terminated,4,0.15,1000,0,1,1,71,178
16465274,22731930,17,8,6,0,4. Closed,26,2. Active,8,0.14,1000,0,0,1,158,197
16501029,21677494,4,3,1,0,4. Closed,20,Active- No Current Job Orders,2,0.13,500,0,0,1,142,152
16482708,22914721,9,6,6,0,2. Temporary-Paused,47,Active- No Current Job Orders,1,0.17,500,0,0,1,97,157
16466533,22904265,17,5,6,0,2. Temporary-Paused,48,2. Active,1,0.15,500,0,0,1,132,193
16508053,22923400,7,2,6,1,1. Active,18,2. Active,1,0.16,1000,0,0,0,144,149
16482705,22914721,2,2,2,0,4. Closed,69,Active- No Current Job Orders,1,0.17,500,0,0,1,75,157
16509471,22726588,1,1,1,1,Offer Extended,58,2. Active,1,0.125,2000,0,0,0,73,144
16418756,22772964,3,3,1,0,4. Closed,159,4. Business Terminated,4,0.15,1000,0,1,1,109,281
16459606,22666189,1,1,1,1,3. Filled (REPLACEMENT),164,2. Active,1,0.16,2000,0,0,0,30,207
16463670,22104318,4,4,2,0,4. Closed,146,Active- No Current Job Orders,6,0.15,0,0,0,1,40,199
16376518,22835580,33,5,15,0,4. Closed,6,Active- No Current Job Orders,3,0.245,2500,0,0,1,321,331
16467013,22474463,8,3,1,0,2. Temporary-Paused,51,2. Active,0,0,0,0,0,1,128,192
16465194,22104318,1,1,0,0,4. Closed,167,Active- No Current Job Orders,6,0.15,0,0,0,1,17,197
16426905,22104318,2,2,1,1,3. Filled,172,Active- No Current Job Orders,6,0.15,0,0,0,0,79,264
16280954,22735025,4,1,3,0,4. Closed,167,2. Active,1,0.15,500,0,0,1,455,465
16465332,22896257,3,2,0,0,4. Closed,142,4. Business Terminated,1,0.13,1000,0,1,1,42,197
16432040,22718868,3,1,1,0,4. Closed (REPLACEMENT),145,2. Active,1,0.14,0,0,0,1,103,261
16397606,22817762,2,1,0,0,4. Closed,80,Active- No Current Job Orders,3,0.15,1000,0,0,1,218,311
16269391,22718868,2,2,0,0,4. Closed,167,2. Active,1,0.14,0,0,0,1,471,481
16472057,22880874,1,1,0,0,4. Closed (BENCH),158,2. Active,1,0.15,1000,0,0,1,12,183
16472049,21677560,1,1,0,0,4. Closed (BENCH),158,2. Active,2,0.1425,0,0,0,1,12,183
16472047,22711743,1,1,0,0,4. Closed (BENCH),158,2. Active,1,0.16,500,0,0,1,12,183
16472043,22772964,1,1,0,0,4. Closed (BENCH),164,4. Business Terminated,4,0.15,1000,0,1,1,6,183
16472041,22564115,2,2,1,0,4. Closed,116,2. Active,1,0.155,2000,0,0,1,173,183
16441417,22817762,7,4,1,0,2. Temporary-Paused,139,Active- No Current Job Orders,3,0.15,1000,0,0,1,90,242
16474624,22718833,1,1,1,0,4. Closed,151,2. Active,1,0.12,1000,0,0,1,13,177
16475641,22203089,2,2,2,0,2. Temporary-Paused,116,Active- No Current Job Orders,1,0.205,2000,0,0,1,46,175
16476542,21758947,1,1,0,0,4. Closed,157,FROZEN- UNRESPONSIVE,2,0.125,2500,0,1,1,162,172
16465200,22104318,2,1,0,0,4. Closed,146,Active- No Current Job Orders,6,0.15,0,0,0,1,38,197
16444263,22305167,1,1,0,0,2. Temporary-Paused,128,2. Active,2,0.175,2500,0,0,1,95,236
16470580,22777249,1,1,0,0,4. Closed,153,2. Active,2,0.15,1000,0,0,1,19,185
16463676,22104318,1,1,0,0,4. Closed,147,Active- No Current Job Orders,6,0.15,0,0,0,1,39,199
16476495,22912008,9,5,2,0,1. Active,6,2. Active,1,0,1000,4000,0,0,163,172
16459609,22666189,1,1,1,1,3. Filled (REPLACEMENT),145,2. Active,1,0.16,2000,0,0,0,49,207
16476183,22203089,9,5,4,2,2. Temporary-Paused,11,Active- No Current Job Orders,1,0.205,2000,0,0,1,149,173
16477836,22731930,6,4,2,1,4. Closed,74,2. Active,8,0.14,1000,0,0,1,83,170
16515786,22904265,4,2,1,0,4. Closed,66,2. Active,1,0.15,500,0,0,1,55,134
14994265,21677494,12,6,1,0,2. Temporary-Paused,114,Active- No Current Job Orders,2,0.13,500,0,0,1,924,1051
16516181,22731930,6,6,2,1,4. Closed,5,2. Active,8,0.14,1000,0,0,1,124,134
16521637,22822577,6,1,0,0,2. Temporary-Paused,51,Active- No Current Job Orders,1,0.16,1000,0,0,1,57,121
16516712,22777249,9,3,2,0,4. Closed,5,2. Active,2,0.15,1000,0,0,1,128,131
16522084,22880665,6,2,4,1,3. Filled (REPLACEMENT),73,Active- No Current Job Orders,1,0.15,1000,0,0,0,34,120
16517396,22731930,12,6,6,1,3. Filled,16,2. Active,8,0.14,1000,0,0,0,120,130
15192377,21809552,4,4,4,0,3. Filled (REPLACEMENT),753,No Status,3,0.155,1300,0,0,0,225,991
14994232,21677539,2,1,1,0,4. Closed,164,No Status,0,0.095,0,0,0,1,874,1051
15427532,22104969,13,2,4,0,4. Closed,58,2. Active,1,0.155,1300,0,0,1,836,907
15167947,21803974,6,3,3,0,4. Closed,710,1. URGENT NEED!,2,0.125,0,0,0,1,276,999
15070696,21780250,5,3,3,0,2. Temporary-Paused,781,Active- No Current Job Orders,1,0.155,0,0,0,1,237,1031
15391398,22104318,5,1,2,0,4. Closed,144,Active- No Current Job Orders,6,0.15,0,0,0,1,763,920
14940811,21746278,4,2,2,0,4. Closed,884,3. Temporary-Paused,7,0.15,0,0,1,1,172,1069
14943337,21675958,2,1,0,0,2. Temporary-Paused,782,No Status,0,0,0,0,0,1,274,1069
14954749,21657937,1,1,1,0,3. Filled,950,No Status,0,0,0,0,0,0,102,1065
14968075,21531718,6,1,0,0,2. Temporary-Paused,200,No Status,8,0.15,0,0,0,1,847,1060
14986903,21677512,2,1,0,0,4. Closed,1035,No Status,2,0.15,0,0,0,1,5,1053
14967763,21689605,9,3,0,0,4. Closed,734,No Status,1,0,0,0,0,1,313,1060
15307500,21914202,9,4,2,0,3. Filled,781,3. Temporary-Paused,2,0.125,1300,0,1,0,159,953
15348387,22069209,11,3,9,0,3. Filled,312,No Status,2,0.155,1300,0,0,0,611,936
14994091,21677494,6,5,3,0,2. Temporary-Paused,200,Active- No Current Job Orders,2,0.13,500,0,0,1,838,1051
15319017,21677491,16,3,10,0,2. Temporary-Paused,697,3. Temporary-Paused,2,0.1,0,0,1,1,238,948
14949412,21677305,9,5,4,0,2. Temporary-Paused,625,4. Business Terminated,2,0.0875,0,0,1,1,429,1067
15070522,21780250,12,2,6,0,2. Temporary-Paused,697,Active- No Current Job Orders,1,0.155,0,0,0,1,321,1031
15170344,21677512,2,2,0,0,2. Temporary-Paused,663,No Status,2,0.15,0,0,0,1,323,999
15183802,21808294,6,2,3,0,3. Filled,125,Active- No Current Job Orders,1,0.175,0,0,0,0,857,995
15131911,21796540,13,4,9,0,3. Filled,307,CONTRACT EXPIRED,1,0.125,0,0,1,0,692,1012
15250524,21605362,10,2,3,0,4. Closed,782,No Status,0,0,0,0,0,1,179,974
15183811,21808294,3,2,2,0,3. Filled,562,Active- No Current Job Orders,1,0.175,0,0,0,0,420,995
15280791,21970329,3,2,2,0,2. Temporary-Paused,732,No Status,1,0.13,1000,0,0,1,217,962
15004198,21687982,8,4,7,0,2. Temporary-Paused (REPLACEMENT),705,No Status,2,0.15,0,0,0,1,330,1048
15522923,22183190,14,6,6,0,4. Closed,593,2. Active,2,0.175,1250,0,0,1,277,883
15336702,21675727,7,5,3,0,4. Closed,297,4. Business Terminated,2,0.125,1300,0,1,1,631,941
15064525,21779506,4,1,4,0,2. Temporary-Paused,815,3. Temporary-Paused,1,0.155,1300,0,1,1,204,1032
14848399,21605557,27,9,14,0,2. Temporary-Paused,200,2. Active,2,0.15,1000,0,0,1,897,1110
14994106,21687982,1,1,1,0,2. Temporary-Paused,815,No Status,2,0.15,0,0,0,1,223,1051
15139249,21926949,7,3,5,0,2. Temporary-Paused,39,No Status,0,0,0,0,0,1,958,1010
14964751,21686650,11,2,2,0,2. Temporary-Paused,598,Active- No Current Job Orders,1,0,1150,0,0,1,450,1061
14949574,21677380,3,1,2,0,4. Closed,766,4. Business Terminated,0,0,0,0,1,1,288,1067
15177358,21677494,2,2,1,0,4. Closed,585,Active- No Current Job Orders,2,0.13,500,0,0,1,399,997
15170359,21677512,2,2,1,0,4. Closed,781,No Status,2,0.15,0,0,0,1,205,999
14994058,21746260,4,2,1,0,2. Temporary-Paused,781,No Status,1,0.15,1200,0,0,1,257,1051
14994148,21677512,1,1,0,0,2. Temporary-Paused,782,No Status,2,0.15,0,0,0,1,256,1051
15011797,21677509,2,2,0,0,4. Closed,877,No Status,1,0.13,0,0,0,1,156,1046
14994226,21746281,4,1,2,0,4. Closed,895,No Status,1,0.125,0,0,0,1,143,1051
15087475,21677476,8,2,4,0,3. Filled,976,No Status,1,0.13,0,0,0,0,35,1024
14992393,21744100,9,2,7,0,3. Filled,789,No Status,2,0.125,1300,0,0,0,249,1051
16399964,21828224,9,4,1,0,3. Filled,137,2. Active,8,0.15,1300,0,0,0,156,306
16408197,22844860,9,3,1,1,3. Filled,160,2. Active,2,0.205,2500,0,0,0,124,297
16415073,22858386,2,1,1,2,3. Filled (REPLACEMENT),263,Active- No Current Job Orders,1,0.14,1500,0,0,0,9,285
16390845,22844860,14,5,4,0,4. Closed,160,2. Active,2,0.205,2500,0,0,1,146,319
14823328,21605614,11,5,6,0,4. Closed,173,No Status,1,0.175,1000,0,0,1,936,1122
16350506,22821650,5,2,2,0,2. Temporary-Paused,167,2. Active,2,0.125,2500,0,0,1,188,368
16349840,22614719,6,1,1,0,2. Temporary-Paused (REPLACEMENT),179,CONTRACT EXPIRED,1,0.175,1500,0,1,1,177,369
16336302,22728759,1,1,0,0,4. Closed,279,2. Active,1,0.15,1000,0,0,1,98,390
16250202,22711095,9,3,2,0,2. Temporary-Paused,279,4. Business Terminated,1,0.1,0,0,1,1,216,508
16286715,22711095,7,3,0,0,2. Temporary-Paused,317,4. Business Terminated,1,0.1,0,0,1,1,127,457
16269350,22718868,10,4,0,0,4. Closed,77,2. Active,1,0.14,0,0,0,1,471,481
16274805,22730901,11,3,5,2,4. Closed,58,4. Business Terminated,1,0.175,0,0,1,1,403,474
16364313,22826815,8,2,3,1,3. Filled,16,2. Active,1,0.16,1000,0,0,0,317,346
16350254,22731930,14,8,6,1,4. Closed,116,2. Active,8,0.14,1000,0,0,1,358,368
16373628,22104318,3,2,0,0,4. Closed,294,Active- No Current Job Orders,6,0.15,0,0,0,1,327,337
16329880,21828224,12,4,4,1,2. Temporary-Paused,114,2. Active,8,0.15,1300,0,0,1,273,400
16306422,21753295,6,2,1,0,4. Closed,297,4. Business Terminated,3,0.175,1500,0,1,1,122,432
14994142,21746275,2,2,1,0,2. Temporary-Paused,132,CONTRACT EXPIRED,0,0,0,0,1,1,906,1051
16326986,22773046,1,1,0,0,2. Temporary-Paused,319,2. Active,1,0,1000,5000,0,1,72,404
16360078,21828224,1,1,0,0,2. Temporary-Paused,313,2. Active,8,0.15,1300,0,0,1,26,352
16376228,22565732,1,1,1,1,3. Filled,284,2. Active,1,0.155,2000,0,0,0,35,332
16345027,21612139,3,3,1,0,2. Temporary-Paused,132,2. Active,2,0.15,0,0,0,1,231,376
16374494,21828224,2,2,0,0,2. Temporary-Paused,307,2. Active,8,0.15,1300,0,0,1,14,334
16323901,22374203,3,2,1,0,4. Closed,305,2. Active,1,0.125,900,0,0,1,91,409
16438578,22883823,4,3,4,1,3. Filled,200,2. Active,1,0.165,0,0,0,0,34,247
16444432,22889109,11,4,4,0,4. Closed,155,Active- No Current Job Orders,1,0.15,0,0,0,1,68,236
